"sofifa_id","player_url","short_name","long_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
"244952","https://sofifa.com/player/244952/vladimir-lorona/220002","V. Loroña","Vladimir Eduardo Loroña Aguilar","RB, RWB","70","79","3400000.0","10000.0","22","1998-11-16","180","75","111678.0","Club Tijuana","Mexican Liga MX","1.0","RB","22.0","","2019-07-05","2023.0","83","Mexico","","","","Right","3","3","1","High/High","Normal (170-185)","No","6500000.0","","Power Header","77.0","37.0","59.0","69.0","66.0","71.0","67","33","70","65","41","71","51","36","63","66","78","76","84","63","66","39","69","74","68","34","75","62","59","45","42","53","65","68","69","9","7","14","8","6","","57+2","57+2","57+2","62.0","59","59","59","62.0","60+2","60+2","60+2","64+2","61+2","61+2","61+2","64+2","68+2","65+2","65+2","65+2","68+2","68+2","67+2","67+2","67+2","68+2","14+2","https://cdn.sofifa.net/players/244/952/22_120.png","https://cdn.sofifa.net/teams/111678/60.png","https://cdn.sofifa.net/flags/mx.png","","https://cdn.sofifa.net/flags/mx.png"
"244088","https://sofifa.com/player/244088/manato-shinada/220002","M. Shinada","品田 愛斗","CM, CDM","63","70","975000.0","2000.0","21","1999-09-19","180","69","101150.0","FC Tokyo","Japanese J. League Division 1","1.0","RES","18.0","","2018-01-01","2022.0","163","Japan","","","","Right","3","2","1","Medium/Medium","Lean (170-185)","No","1400000.0","","Playmaker (AI)","62.0","48.0","61.0","62.0","54.0","63.0","45","43","54","69","42","63","46","48","67","65","66","58","59","53","66","56","54","66","61","50","66","48","64","66","39","50","55","57","49","9","8","12","5","11","","57+2","57+2","57+2","59.0","60","60","60","59.0","62+2","62+2","62+2","61+2","63+2","63+2","63+2","61+2","57+2","60+2","60+2","60+2","57+2","56+2","56+2","56+2","56+2","56+2","13+2","https://cdn.sofifa.net/players/244/088/22_120.png","https://cdn.sofifa.net/teams/101150/60.png","https://cdn.sofifa.net/flags/jp.png","","https://cdn.sofifa.net/flags/jp.png"
"262445","https://sofifa.com/player/262445/claudiu-balan/220002","C. Bălan","Claudiu Bălan","ST","63","64","550000.0","2000.0","27","1994-06-22","176","74","115716.0","FC U Craiova 1948","Romanian Liga I","1.0","SUB","9.0","","2017-08-09","2022.0","39","Romania","","","","Right","2","2","1","High/Medium","Normal (170-185)","No","784000.0","","","72.0","62.0","46.0","62.0","23.0","61.0","37","63","58","54","52","61","36","32","32","61","74","70","66","64","71","64","74","71","64","60","36","17","64","56","68","58","18","22","19","6","10","7","8","6","","63+1","63+1","63+1","60.0","62","62","62","60.0","60+2","60+2","60+2","59+2","52+2","52+2","52+2","59+2","44+2","40+2","40+2","40+2","44+2","42+2","37+2","37+2","37+2","42+2","14+2","https://cdn.sofifa.net/players/262/445/22_120.png","https://cdn.sofifa.net/teams/115716/60.png","https://cdn.sofifa.net/flags/ro.png","","https://cdn.sofifa.net/flags/ro.png"
"258724","https://sofifa.com/player/258724/ethan-brierley/220002","E. Brierley","Ethan Craig Brierley","CM","55","74","325000.0","500.0","17","2003-11-23","173","71","1955.0","Rochdale","English League Two","4.0","SUB","24.0","","2019-07-31","2023.0","14","England","","","","Right","2","2","1","Medium/Medium","Lean (170-185)","No","772000.0","","","71.0","49.0","53.0","57.0","49.0","53.0","46","48","44","57","40","53","46","44","56","55","72","70","74","53","83","52","64","61","49","52","52","50","50","56","43","51","48","50","51","6","13","7","11","7","","52+2","52+2","52+2","55.0","54","54","54","55.0","56+2","56+2","56+2","56+2","55+2","55+2","55+2","56+2","54+2","53+2","53+2","53+2","54+2","54+2","51+2","51+2","51+2","54+2","14+2","https://cdn.sofifa.net/players/258/724/22_120.png","https://cdn.sofifa.net/teams/1955/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"200389","https://sofifa.com/player/200389/jan-oblak/220002","J. Oblak","Jan Oblak","GK","91","93","112000000.0","130000.0","28","1993-01-07","188","87","240.0","Atlético de Madrid","Spain Primera Division","1.0","GK","13.0","","2014-07-16","2023.0","44","Slovenia","","","","Right","3","1","5","Medium/Medium","Unique","Yes","238000000.0","","GK Long Throw, Comes For Crosses","","","","","","","13","11","15","43","13","12","13","14","40","30","43","60","67","88","49","59","78","41","78","12","34","19","11","65","11","68","27","12","18","87","92","78","90","90","50.0","33+3","33+3","33+3","32.0","35","35","35","32.0","38+3","38+3","38+3","35+3","38+3","38+3","38+3","35+3","32+3","36+3","36+3","36+3","32+3","32+3","33+3","33+3","33+3","32+3","89+3","https://cdn.sofifa.net/players/200/389/22_120.png","https://cdn.sofifa.net/teams/240/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/si.png"
"202282","https://sofifa.com/player/202282/stuart-armstrong/220002","S. Armstrong","Stuart Armstrong","RM, CM","77","77","10500000.0","54000.0","29","1992-03-30","183","75","17.0","Southampton","English Premier League","1.0","RM","17.0","","2018-06-26","2024.0","42","Scotland","1359.0","SUB","17.0","Right","4","3","1","High/High","Normal (170-185)","Yes","20000000.0","","Long Shot Taker (AI)","73.0","77.0","75.0","76.0","65.0","72.0","72","76","66","77","62","77","75","74","74","76","72","73","77","77","65","80","71","83","68","82","69","69","76","75","64","70","63","67","60","14","8","13","11","13","","75+2","75+2","75+2","76.0","76","76","76","76.0","76+1","76+1","76+1","76+1","76+1","76+1","76+1","76+1","72+2","72+2","72+2","72+2","72+2","70+2","68+2","68+2","68+2","70+2","19+2","https://cdn.sofifa.net/players/202/282/22_120.png","https://cdn.sofifa.net/teams/17/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1359/60.png","https://cdn.sofifa.net/flags/gb-sct.png"
"215466","https://sofifa.com/player/215466/nikola-maksimovic/220002","N. Maksimović","Nikola Maksimović","CB","75","75","4700000.0","16000.0","29","1991-11-25","193","87","110556.0","Genoa","Italian Serie A","1.0","CB","99.0","","2021-08-31","2026.0","51","Serbia","","","","Right","3","2","2","Medium/Medium","Normal (185+)","No","8500000.0","","Dives Into Tackles (AI), Power Header","58.0","28.0","47.0","55.0","77.0","77.0","45","22","78","59","28","49","29","23","59","61","55","61","48","73","58","39","64","72","81","29","78","79","29","31","26","70","77","76","78","12","9","5","11","15","","48+2","48+2","48+2","48.0","47","47","47","48.0","48+2","48+2","48+2","51+2","55+2","55+2","55+2","51+2","67+2","69+2","69+2","69+2","67+2","69+2","75","75","75","69+2","18+2","https://cdn.sofifa.net/players/215/466/22_120.png","https://cdn.sofifa.net/teams/110556/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/rs.png"
"222209","https://sofifa.com/player/222209/gabriel-mutombo/220002","G. Mutombo","Gabriel Mutombo Kupa","CB","63","67","600000.0","4000.0","25","1996-01-19","191","75","294.0","ESTAC Troyes","French Ligue 1","1.0","SUB","13.0","","2020-08-07","2022.0","18","France","","","","Left","2","2","1","Low/Medium","Lean (185+)","No","1200000.0","","","36.0","26.0","45.0","41.0","63.0","73.0","31","19","63","60","29","35","30","38","49","48","38","34","31","55","52","37","49","62","82","28","70","60","21","33","37","48","61","67","63","11","13","10","11","13","","40+2","40+2","40+2","37.0","38","38","38","37.0","40+2","40+2","40+2","40+2","47+2","47+2","47+2","40+2","53+2","59+2","59+2","59+2","53+2","55+2","63+2","63+2","63+2","55+2","17+2","https://cdn.sofifa.net/players/222/209/22_120.png","https://cdn.sofifa.net/teams/294/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"199477","https://sofifa.com/player/199477/romain-padovani/220002","R. Padovani","Romain Padovani","CB, CM, RB","65","65","500000.0","2000.0","31","1989-10-15","187","74","112552.0","US Quevilly Rouen Métropole","French Ligue 2","2.0","RCB","5.0","","2021-05-28","2022.0","18","France","","","","Right","3","3","1","High/Medium","Lean (185+)","No","875000.0","","Leadership","56.0","54.0","60.0","61.0","67.0","67.0","55","53","61","68","40","59","47","38","67","66","57","55","66","57","64","52","70","81","67","62","48","71","52","55","47","48","68","67","64","11","10","6","6","8","","57+2","57+2","57+2","59.0","58","58","58","59.0","60+2","60+2","60+2","60+2","64+1","64+1","64+1","60+2","65","66-1","66-1","66-1","65","65","65","65","65","65","14+2","https://cdn.sofifa.net/players/199/477/22_120.png","https://cdn.sofifa.net/teams/112552/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"186884","https://sofifa.com/player/186884/ben-kantarovski/220002","B. Kantarovski","Ben Kantarovski","CDM, CM","63","63","400000.0","750.0","29","1992-01-20","183","83","111398.0","Newcastle Jets","Australian Hyundai A-League","1.0","SUB","5.0","","2008-01-11","2022.0","195","Australia","","","","Right","3","2","1","Medium/High","Normal (170-185)","No","500000.0","","Dives Into Tackles (AI), Team Player","68.0","46.0","54.0","59.0","60.0","75.0","42","45","48","63","47","55","41","38","55","61","64","71","67","55","59","45","77","73","78","44","67","60","58","58","49","61","61","63","57","10","9","15","11","7","","55+2","55+2","55+2","56.0","56","56","56","56.0","58+2","58+2","58+2","58+2","59+2","59+2","59+2","58+2","60+2","62+1","62+1","62+1","60+2","60+2","62+1","62+1","62+1","60+2","15+2","https://cdn.sofifa.net/players/186/884/22_120.png","https://cdn.sofifa.net/teams/111398/60.png","https://cdn.sofifa.net/flags/au.png","","https://cdn.sofifa.net/flags/au.png"
"238097","https://sofifa.com/player/238097/sang-ho-na/220002","Na Sang Ho","나상호 那尚昊","LM, ST","70","73","2200000.0","3000.0","24","1996-08-12","173","70","982.0","FC Seoul","Korean K League 1","1.0","LW","7.0","","2021-01-09","2023.0","167","Korea Republic","","","","Right","4","4","1","High/Low","Normal (170-185)","No","2900000.0","","Speed Dribbler (AI)","82.0","68.0","59.0","69.0","33.0","68.0","65","72","62","64","53","68","40","38","53","67","80","84","81","70","72","68","78","77","66","63","61","32","70","59","58","59","31","26","36","15","7","7","15","9","","69+2","69+2","69+2","69.0","69","69","69","69.0","67+2","67+2","67+2","69+2","61+2","61+2","61+2","69+2","56+2","51+2","51+2","51+2","56+2","53+2","47+2","47+2","47+2","53+2","18+2","https://cdn.sofifa.net/players/238/097/22_120.png","https://cdn.sofifa.net/teams/982/60.png","https://cdn.sofifa.net/flags/kr.png","","https://cdn.sofifa.net/flags/kr.png"
"223284","https://sofifa.com/player/223284/pablo-martinez/220002","P. Martinez","Pablo Martinez","CB","72","72","1500000.0","6000.0","32","1989-02-21","182","77","224.0","Nîmes Olympique","French Ligue 2","2.0","LCB","4.0","","2019-07-01","2022.0","18","France","","","","Left","3","2","1","Medium/Medium","Normal (170-185)","No","2700000.0","","Dives Into Tackles (AI), Long Passer (AI)","62.0","45.0","63.0","68.0","73.0","75.0","66","39","72","66","40","69","51","50","70","66","61","62","69","67","68","52","79","71","77","49","73","72","51","55","45","68","72","74","72","11","14","15","12","16","","58+2","58+2","58+2","61.0","59","59","59","61.0","61+2","61+2","61+2","63+2","64+2","64+2","64+2","63+2","69+2","70+2","70+2","70+2","69+2","69+2","72","72","72","69+2","19+2","https://cdn.sofifa.net/players/223/284/22_120.png","https://cdn.sofifa.net/teams/224/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"262950","https://sofifa.com/player/262950/haymenn-bah-traore/220002","H. Bah-Traoré","Haymenn Bah-Traoré","RB, RM","61","65","425000.0","750.0","24","1997-06-12","175","77","110676.0","Borussia Dortmund II","German 3. Bundesliga","3.0","SUB","2.0","","2017-07-01","2025.0","21","Germany","","","","Right","3","2","1","Low/Medium","Normal (170-185)","No","648000.0","","Team Player","78.0","33.0","44.0","57.0","58.0","67.0","44","28","45","51","33","52","43","29","43","56","76","80","73","58","80","50","81","67","69","27","57","57","42","37","30","60","60","59","61","11","7","11","13","10","","48+2","48+2","48+2","51.0","49","49","49","51.0","49+2","49+2","49+2","52+2","49+2","49+2","49+2","52+2","59+2","56+2","56+2","56+2","59+2","59+2","59+2","59+2","59+2","59+2","16+2","https://cdn.sofifa.net/players/262/950/22_120.png","https://cdn.sofifa.net/teams/110676/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
"243924","https://sofifa.com/player/243924/mouhamadou-drammeh/220002","M. Drammeh","Mouhamadou Drammeh","CDM, CB","62","70","850000.0","2000.0","22","1999-05-15","188","75","822.0","Vejle Boldklub","Danish Superliga","1.0","SUB","7.0","","2021-07-02","2024.0","18","France","","","","Left","3","2","1","Medium/Medium","Lean (185+)","No","1200000.0","","","56.0","33.0","56.0","55.0","60.0","67.0","48","21","61","65","34","53","47","34","58","62","53","58","50","54","47","59","66","62","73","33","59","59","34","53","41","52","53","66","60","12","14","10","6","9","","48+2","48+2","48+2","49.0","49","49","49","49.0","52+2","52+2","52+2","53+2","56+2","56+2","56+2","53+2","58+2","61+2","61+2","61+2","58+2","59+2","61+2","61+2","61+2","59+2","15+2","https://cdn.sofifa.net/players/243/924/22_120.png","https://cdn.sofifa.net/teams/822/60.png","https://cdn.sofifa.net/flags/dk.png","","https://cdn.sofifa.net/flags/fr.png"
"257300","https://sofifa.com/player/257300/radoslaw-cielemecki/220002","R. Cielemęcki","Radosław Cielemęcki","CM, CAM","57","73","425000.0","500.0","18","2003-02-19","173","70","1569.0","Wisła Płock","Polish T-Mobile Ekstraklasa","1.0","SUB","7.0","","2021-07-01","2024.0","37","Poland","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","839000.0","","","67.0","47.0","57.0","58.0","46.0","57.0","53","44","47","62","39","54","49","42","58","58","68","67","74","54","79","57","60","68","48","43","63","49","53","57","45","48","41","50","43","11","11","12","6","6","","53+2","53+2","53+2","56.0","55","55","55","56.0","57+2","57+2","57+2","57+2","57+2","57+2","57+2","57+2","55+2","54+2","54+2","54+2","55+2","54+2","50+2","50+2","50+2","54+2","14+2","https://cdn.sofifa.net/players/257/300/22_120.png","https://cdn.sofifa.net/teams/1569/60.png","https://cdn.sofifa.net/flags/pl.png","","https://cdn.sofifa.net/flags/pl.png"
"181964","https://sofifa.com/player/181964/ting-zhu/220002","Zhu Ting","朱挺","RB, RM, RW","57","57","50000.0","2000.0","35","1985-07-15","178","67","112961.0","Qingdao FC","Chinese Super League","1.0","RES","19.0","","2021-03-30","2021.0","155","China PR","","","","Right","3","2","1","Medium/Low","Lean (170-185)","No","78000.0","","","44.0","49.0","56.0","60.0","55.0","61.0","53","46","54","62","50","62","61","45","57","63","53","36","34","73","52","50","56","46","71","53","58","54","59","51","50","66","54","58","56","8","15","12","9","13","","56+1","56+1","56+1","56.0","57","57","57","56.0","57","57","57","57","59-2","59-2","59-2","57","56+1","59-2","59-2","59-2","56+1","55+2","58-1","58-1","58-1","55+2","18+2","https://cdn.sofifa.net/players/181/964/22_120.png","https://cdn.sofifa.net/teams/112961/60.png","https://cdn.sofifa.net/flags/cn.png","","https://cdn.sofifa.net/flags/cn.png"
"246841","https://sofifa.com/player/246841/nicolas-forastiero/220002","N. Forastiero","Nicolás Alejandro Forastiero","GK","59","69","450000.0","1000.0","22","1998-07-15","182","81","111019.0","Argentinos Juniors","Argentina Primera División","1.0","RES","34.0","","2019-01-05","2023.0","52","Argentina","","","","Right","2","1","1","Medium/Medium","Normal (170-185)","No","765000.0","","","","","","","","","11","5","10","28","6","14","10","11","16","14","20","19","38","44","44","48","56","19","52","8","27","12","8","30","11","31","6","10","12","56","64","64","57","61","20.0","20+2","20+2","20+2","18.0","19","19","19","18.0","20+2","20+2","20+2","19+2","20+2","20+2","20+2","19+2","17+2","20+2","20+2","20+2","17+2","16+2","20+2","20+2","20+2","16+2","58+2","https://cdn.sofifa.net/players/246/841/22_120.png","https://cdn.sofifa.net/teams/111019/60.png","https://cdn.sofifa.net/flags/ar.png","","https://cdn.sofifa.net/flags/ar.png"
"233897","https://sofifa.com/player/233897/mamadou-fall/220002","M. Fall","Mamadou Fall","RM, LM, CAM","70","70","1600000.0","9000.0","29","1991-12-31","184","72","670.0","Royal Charleroi S.C.","Belgian Jupiler Pro League","1.0","SUB","27.0","","2016-07-01","2022.0","136","Senegal","","","","Right","3","3","1","High/Medium","Lean (170-185)","No","2400000.0","","Solid Player, Speed Dribbler (AI)","89.0","65.0","62.0","68.0","37.0","73.0","68","66","66","63","56","68","55","48","58","66","83","93","78","64","67","70","82","79","76","61","57","26","71","62","58","61","42","35","23","10","12","13","6","8","","69+1","69+1","69+1","69.0","68","68","68","69.0","67+2","67+2","67+2","69+1","61+2","61+2","61+2","69+1","56+2","52+2","52+2","52+2","56+2","53+2","49+2","49+2","49+2","53+2","15+2","https://cdn.sofifa.net/players/233/897/22_120.png","https://cdn.sofifa.net/teams/670/60.png","https://cdn.sofifa.net/flags/be.png","","https://cdn.sofifa.net/flags/sn.png"
"232898","https://sofifa.com/player/232898/tsukasa-morishima/220002","T. Morishima","森 島司","CF, LM, CM","71","76","2900000.0","8000.0","24","1997-04-25","175","67","113157.0","Sanfrecce Hiroshima","Japanese J. League Division 1","1.0","LF","10.0","","2016-01-01","2022.0","163","Japan","","","","Right","3","3","1","Medium/Low","Lean (170-185)","No","3800000.0","","Early Crosser, Long Shot Taker (AI), Playmaker (AI)","77.0","67.0","72.0","71.0","39.0","61.0","70","67","49","72","56","70","68","76","71","72","78","77","76","69","72","69","62","71","59","70","53","51","71","75","56","66","32","36","31","13","15","6","15","6","","67+2","67+2","67+2","72.0","71","71","71","72.0","72+2","72+2","72+2","72+2","69+2","69+2","69+2","72+2","59+2","57+2","57+2","57+2","59+2","56+2","48+2","48+2","48+2","56+2","18+2","https://cdn.sofifa.net/players/232/898/22_120.png","https://cdn.sofifa.net/teams/113157/60.png","https://cdn.sofifa.net/flags/jp.png","","https://cdn.sofifa.net/flags/jp.png"
"223638","https://sofifa.com/player/223638/deian-boldor/220002","D. Boldor","Deian Boldor","CB","65","69","875000.0","2000.0","26","1995-02-03","189","81","100759.0","Campionii FC Arges","Romanian Liga I","1.0","SUB","25.0","","2021-01-28","2022.0","39","Romania","","","","Left","2","2","1","Medium/Medium","Normal (185+)","No","1200000.0","","","70.0","32.0","42.0","43.0","66.0","74.0","33","27","69","53","22","28","19","18","53","51","66","74","69","50","69","45","74","73","80","32","62","66","36","37","26","45","66","66","63","11","14","14","14","8","","46+2","46+2","46+2","43.0","43","43","43","43.0","44+2","44+2","44+2","46+2","49+2","49+2","49+2","46+2","58+2","60+2","60+2","60+2","58+2","61+2","65+2","65+2","65+2","61+2","16+2","https://cdn.sofifa.net/players/223/638/22_120.png","https://cdn.sofifa.net/teams/100759/60.png","https://cdn.sofifa.net/flags/ro.png","","https://cdn.sofifa.net/flags/ro.png"
"171896","https://sofifa.com/player/171896/hugo-ayala/220002","H. Ayala","Hugo Ayala Castro","CB","73","73","1000000.0","31000.0","34","1987-03-31","183","81","1970.0","Tigres U.A.N.L.","Mexican Liga MX","1.0","SUB","4.0","","2010-07-01","2022.0","83","Mexico","","","","Right","2","2","1","Medium/High","Normal (170-185)","Yes","1600000.0","","Injury Prone, Dives Into Tackles (AI), Team Player","54.0","48.0","64.0","59.0","74.0","72.0","60","44","74","74","41","51","51","40","69","69","52","55","59","74","36","62","73","67","76","44","67","73","42","55","54","78","72","75","75","10","15","17","12","11","","58+2","58+2","58+2","57.0","57","57","57","57.0","59+2","59+2","59+2","60+2","64+2","64+2","64+2","60+2","68+2","71+2","71+2","71+2","68+2","69+2","73","73","73","69+2","19+2","https://cdn.sofifa.net/players/171/896/22_120.png","https://cdn.sofifa.net/teams/1970/60.png","https://cdn.sofifa.net/flags/mx.png","","https://cdn.sofifa.net/flags/mx.png"
"231433","https://sofifa.com/player/231433/aitor-cantalapiedra/220002","Aitor","Aitor Cantalapiedra Fernández","RW, RM","70","72","2000000.0","550.0","25","1996-02-10","177","67","1884.0","Panathinaikos FC","Greek Super League","1.0","SUB","22.0","","2020-07-01","2023.0","45","Spain","","","","Left","3","3","1","Medium/Low","Lean (170-185)","No","4600000.0","","Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)","80.0","67.0","67.0","71.0","28.0","54.0","64","72","42","67","58","69","78","72","59","72","81","79","82","66","75","62","40","68","49","64","51","28","64","72","67","63","30","24","22","11","14","14","10","8","","65+2","65+2","65+2","70.0","69","69","69","70.0","70+2","70+2","70+2","69+2","63+2","63+2","63+2","69+2","53+2","49+2","49+2","49+2","53+2","49+2","39+2","39+2","39+2","49+2","17+2","https://cdn.sofifa.net/players/231/433/22_120.png","https://cdn.sofifa.net/teams/1884/60.png","https://cdn.sofifa.net/flags/gr.png","","https://cdn.sofifa.net/flags/es.png"
"261672","https://sofifa.com/player/261672/justin-mcmaster/220002","J. McMaster","Justin Cameron McMaster","RW","59","66","450000.0","1000.0","22","1999-06-30","175","75","111138.0","Minnesota United FC","USA Major League Soccer","1.0","SUB","24.0","","2021-04-03","2021.0","95","United States","","","","Right","2","4","1","Medium/Medium","Normal (170-185)","No","765000.0","","","77.0","59.0","47.0","63.0","27.0","59.0","48","57","51","49","53","64","51","43","39","60","75","79","77","53","70","68","76","41","70","59","48","19","52","47","56","55","26","26","22","13","14","8","6","7","","59+2","59+2","59+2","59.0","58","58","58","59.0","56+2","56+2","56+2","56+2","48+2","48+2","48+2","56+2","43+2","39+2","39+2","39+2","43+2","41+2","40+2","40+2","40+2","41+2","15+2","https://cdn.sofifa.net/players/261/672/22_120.png","https://cdn.sofifa.net/teams/111138/60.png","https://cdn.sofifa.net/flags/us.png","","https://cdn.sofifa.net/flags/us.png"
"219732","https://sofifa.com/player/219732/georges-kevin-nkoudou/220002","G. Nkoudou","Georges-Kévin Nkoudou Mbida","LM, LW","75","76","6500000.0","38000.0","26","1995-02-13","172","75","327.0","Beşiktaş JK","Turkish Süper Lig","1.0","LW","7.0","","2019-08-22","2023.0","18","France","","","","Right","4","3","1","High/Low","Lean (170-185)","Yes","12800000.0","#Speedster, #Acrobat","Injury Prone, Flair, Speed Dribbler (AI)","94.0","67.0","68.0","79.0","34.0","59.0","70","65","47","72","74","80","74","58","60","76","94","94","92","70","86","67","57","67","60","71","46","21","70","67","61","68","32","37","39","10","13","8","6","13","","70+2","70+2","70+2","76.0","74","74","74","76.0","74+2","74+2","74+2","74+2","66+2","66+2","66+2","74+2","59+2","52+2","52+2","52+2","59+2","55+2","45+2","45+2","45+2","55+2","17+2","https://cdn.sofifa.net/players/219/732/22_120.png","https://cdn.sofifa.net/teams/327/60.png","https://cdn.sofifa.net/flags/tr.png","","https://cdn.sofifa.net/flags/fr.png"
"236522","https://sofifa.com/player/236522/enrico-brignola/220002","E. Brignola","Enrico Brignola","CAM, RW, CF","68","78","2700000.0","6000.0","21","1999-07-08","168","71","112026.0","Benevento","Italian Serie B","2.0","SUB","30.0","","2021-09-01","2024.0","27","Italy","","","","Left","4","3","1","Medium/Medium","Stocky (170-)","No","5400000.0","","","71.0","64.0","64.0","71.0","21.0","54.0","65","66","53","67","45","73","48","45","63","70","72","70","76","62","74","64","61","64","53","63","40","20","70","65","60","50","23","12","13","14","6","10","8","5","","65+2","65+2","65+2","69.0","68","68","68","69.0","68+2","68+2","68+2","68+2","61+2","61+2","61+2","68+2","48+2","45+2","45+2","45+2","48+2","44+2","35+2","35+2","35+2","44+2","14+2","https://cdn.sofifa.net/players/236/522/22_120.png","https://cdn.sofifa.net/teams/112026/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/it.png"
"222515","https://sofifa.com/player/222515/zinedine-ferhat/220002","Z. Ferhat","Zinedine Ferhat","LM, RM","77","77","10500000.0","9000.0","28","1993-03-01","183","70","224.0","Nîmes Olympique","French Ligue 2","2.0","LM","10.0","","2019-07-03","2022.0","97","Algeria","","","","Right","4","4","2","High/Low","Normal (170-185)","No","18900000.0","","Solid Player, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)","81.0","64.0","76.0","76.0","31.0","70.0","81","63","60","76","55","78","74","68","70","76","82","81","74","71","68","69","71","88","74","60","38","24","73","76","66","74","29","30","27","13","10","14","15","8","","70+2","70+2","70+2","75.0","73","73","73","75.0","74+2","74+2","74+2","76+1","70+2","70+2","70+2","76+1","59+2","54+2","54+2","54+2","59+2","55+2","45+2","45+2","45+2","55+2","18+2","https://cdn.sofifa.net/players/222/515/22_120.png","https://cdn.sofifa.net/teams/224/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/dz.png"
"215162","https://sofifa.com/player/215162/alejandro-donatti/220002","A. Donatti","Alejandro César Donatti","CB","72","72","750000.0","10000.0","34","1986-10-24","192","86","1013.0","San Lorenzo de Almagro","Argentina Primera División","1.0","RCB","2.0","","2020-01-03","2021.0","52","Argentina","","","","Right","4","2","1","Medium/Medium","Lean (185+)","Yes","1100000.0","","Power Free-Kick, Injury Prone, Power Header","40.0","59.0","53.0","52.0","73.0","73.0","38","53","79","67","36","48","48","67","63","60","37","43","43","67","32","77","84","60","80","65","71","71","53","35","52","57","73","72","71","13","10","6","15","12","","60+2","60+2","60+2","51.0","55","55","55","51.0","54+2","54+2","54+2","52+2","59+2","59+2","59+2","52+2","61+2","67+2","67+2","67+2","61+2","63+2","72","72","72","63+2","18+2","https://cdn.sofifa.net/players/215/162/22_120.png","https://cdn.sofifa.net/teams/1013/60.png","https://cdn.sofifa.net/flags/ar.png","","https://cdn.sofifa.net/flags/ar.png"
"216802","https://sofifa.com/player/216802/juan-kaprof/220002","J. Kaprof","Juan Cruz Kaprof","ST, CAM, CF","70","73","2100000.0","800.0","26","1995-03-12","169","71","110986.0","LDU Quito","Ecuadorian Serie A","1.0","SUB","9.0","","2021-02-05","2021.0","52","Argentina","","","","Right","3","4","1","High/Medium","Normal (170-)","No","4800000.0","","Finesse Shot, Speed Dribbler (AI)","82.0","68.0","60.0","73.0","33.0","66.0","55","71","66","66","66","74","55","47","59","73","85","80","81","68","79","64","73","61","73","67","55","25","69","60","67","53","37","25","29","13","8","13","11","9","","70+2","70+2","70+2","70.0","70","70","70","70.0","69+2","69+2","69+2","69+2","62+2","62+2","62+2","69+2","53+2","50+2","50+2","50+2","53+2","50+2","47+2","47+2","47+2","50+2","17+2","https://cdn.sofifa.net/players/216/802/22_120.png","https://cdn.sofifa.net/teams/110986/60.png","https://cdn.sofifa.net/flags/ec.png","","https://cdn.sofifa.net/flags/ar.png"
